order_id,order_date,customer_id,customer_name,gender,age,loyalty_tier,customer_city,customer_state,store_id,channel,payment_method,product_id,product_name,category,sub_category,brand,unit_price,quantity,discount_pct,discount_amount,tax_amount,total_amount,cost,profit,order_status,rating
ORD-1004097,2023-05-07,C102755,Sofia Miller,Other,18,Platinum,Atlanta,GA,ONLINE,Online,Credit Card,P1184,Cobalt Max Camping Gear,Sports & Outdoors,Camping,Cobalt,50.82,4,0.28,56.92,10.25,156.61,133.95,12.41,Completed,
ORD-1004098,2023-05-07,C109417,Ava Davis,Female,33,None,Dallas,TX,ONLINE,Online,Credit Card,P1056,Cobalt Essential Dress,Clothing,Dresses,Cobalt,38.1,1,0.1,3.81,2.74,37.03,25.78,8.51,Completed,
ORD-1004098,2023-05-07,C109417,Ava Davis,Female,33,None,Dallas,TX,ONLINE,Online,Credit Card,P1185,Ember Ultra Camping Gear,Sports & Outdoors,Camping,Ember,175.55,2,0.05,17.56,26.68,360.22,206.35,127.19,Completed,
ORD-1004098,2023-05-07,C109417,Ava Davis,Female,33,None,Dallas,TX,ONLINE,Online,Credit Card,P1167,Kite Smart Vitamin Pack,Beauty & Health,Vitamins,Kite,9.37,1,0.0,0.0,0.66,10.03,4.29,5.08,Completed,
ORD-1004098,2023-05-07,C109417,Ava Davis,Female,33,None,Dallas,TX,ONLINE,Online,Credit Card,P1205,Zenith Smart Action Figure,Toys & Games,Action Figures,Zenith,26.66,2,0.0,0.0,4.4,57.72,37.31,16.01,Completed,
ORD-1004098,2023-05-07,C109417,Ava Davis,Female,33,None,Dallas,TX,ONLINE,Online,Credit Card,P1144,Atlas Pro Pantry Staple,Grocery,Pantry,Atlas,4.62,8,0.0,0.0,2.59,39.55,21.98,14.98,Completed,5.0
ORD-1004099,2023-05-07,C101172,Ahmed Cooper,Male,50,None,San Diego,CA,S011,In-Store,Credit Card,P1214,Ember Max Puzzle,Toys & Games,Puzzles,Ember,6.96,3,0.15,3.13,1.46,19.21,15.35,2.4,Completed,5.0
ORD-1004099,2023-05-07,C101172,Ahmed Cooper,Male,50,None,San Diego,CA,S011,In-Store,Credit Card,P1014,Pinnacle Classic Headphones,Electronics,Headphones,Pinnacle,76.96,4,0.05,15.39,14.62,307.07,205.16,87.29,Completed,3.0
ORD-1004099,2023-05-07,C101172,Ahmed Cooper,Male,50,None,San Diego,CA,S011,In-Store,Credit Card,P1221,Apex Pro Video Game,Toys & Games,Video Games,Apex,49.62,1,0.3,14.89,1.74,36.47,35.49,-0.76,Completed,
ORD-1004099,2023-05-07,C101172,Ahmed Cooper,Male,50,None,San Diego,CA,S011,In-Store,Credit Card,P1232,Aurora Smart Non-Fiction Book,Books & Stationery,Non-Fiction,Aurora,17.34,4,0.1,6.94,3.12,65.54,50.62,11.8,Completed,
ORD-1004100,2023-05-07,C111102,Ali Ahmed,Male,64,Silver,Seattle,WA,ONLINE,Mobile App,Credit Card,P1096,Apex Pro Furniture Piece,Home & Kitchen,Furniture,Apex,97.32,4,0.13,50.61,23.71,362.38,311.39,27.28,Completed,5.0
ORD-1004101,2023-05-07,C101757,Arjun Garcia,Male,45,Gold,Denver,CO,S036,In-Store,Cash,P1144,Atlas Pro Pantry Staple,Grocery,Pantry,Atlas,4.95,7,0.05,1.73,2.3,35.22,24.09,8.83,Completed,
ORD-1004101,2023-05-07,C101757,Arjun Garcia,Male,45,Gold,Denver,CO,S036,In-Store,Cash,P1140,Pinnacle Pro Pantry Staple,Grocery,Pantry,Pinnacle,1.19,1,0.1,0.12,0.09,1.16,0.56,0.51,Completed,
ORD-1004101,2023-05-07,C101757,Arjun Garcia,Male,45,Gold,Denver,CO,S036,In-Store,Cash,P1157,Cobalt Essential Makeup Set,Beauty & Health,Makeup,Cobalt,14.78,3,0.05,2.22,3.47,45.59,29.92,12.2,Completed,
ORD-1004101,2023-05-07,C101757,Arjun Garcia,Male,45,Gold,Denver,CO,S036,In-Store,Cash,P1134,Aurora Classic Frozen Meal,Grocery,Frozen Foods,Aurora,3.84,1,0.05,0.19,0.3,3.95,2.04,1.61,Returned,5.0
ORD-1004101,2023-05-07,C101757,Arjun Garcia,Male,45,Gold,Denver,CO,S036,In-Store,Cash,P1135,Orbit Pro Frozen Meal,Grocery,Frozen Foods,Orbit,3.21,7,0.05,1.12,1.71,23.06,17.18,4.17,Completed,
ORD-1004102,2023-05-07,C110099,Ananya Foster,Female,25,Silver,Miami,FL,S002,In-Store,Credit Card,P1221,Apex Pro Video Game,Toys & Games,Video Games,Apex,47.79,3,0.08,11.47,10.88,142.78,92.3,39.6,Completed,5.0
ORD-1004103,2023-05-07,C111061,Ivan Foster,Male,32,None,San Antonio,TX,S040,In-Store,Digital Wallet,P1139,Willow Max Pantry Staple,Grocery,Pantry,Willow,13.32,5,0.15,9.99,2.83,59.44,44.69,11.92,Completed,
ORD-1004103,2023-05-07,C111061,Ivan Foster,Male,32,None,San Antonio,TX,S040,In-Store,Digital Wallet,P1226,Terra Pro Fiction Book,Books & Stationery,Fiction,Terra,15.26,3,0.3,13.73,2.24,34.29,25.06,6.99,Completed,2.0
ORD-1004103,2023-05-07,C111061,Ivan Foster,Male,32,None,San Antonio,TX,S040,In-Store,Digital Wallet,P1106,Terra Pro Storage Box,Home & Kitchen,Storage,Terra,27.56,2,0.0,0.0,4.55,59.67,28.68,26.44,Completed,
ORD-1004104,2023-05-07,C107842,Ali Bailey,Male,25,Silver,Boston,MA,ONLINE,Online,Digital Wallet,P1135,Orbit Pro Frozen Meal,Grocery,Frozen Foods,Orbit,3.15,1,0.03,0.09,0.15,3.21,1.84,1.22,Completed,
ORD-1004104,2023-05-07,C107842,Ali Bailey,Male,25,Silver,Boston,MA,ONLINE,Online,Digital Wallet,P1139,Willow Max Pantry Staple,Grocery,Pantry,Willow,13.15,3,0.23,9.07,2.43,32.81,28.71,1.67,Completed,5.0
ORD-1004104,2023-05-07,C107842,Ali Bailey,Male,25,Silver,Boston,MA,ONLINE,Online,Digital Wallet,P1206,Ember Max Action Figure,Toys & Games,Action Figures,Ember,8.17,2,0.03,0.49,1.27,17.12,12.84,3.01,Completed,
ORD-1004105,2023-05-07,C110047,Daniel Brown,Male,36,None,San Antonio,TX,S022,In-Store,Digital Wallet,P1199,Lumina Premium Board Game,Toys & Games,Board Games,Lumina,22.22,2,0.2,8.89,2.49,38.04,24.95,10.6,Completed,
ORD-1004106,2023-05-07,C103710,Isabella Johnson,Female,42,Silver,San Antonio,TX,S029,In-Store,Debit Card,P1225,Orbit Max Fiction Book,Books & Stationery,Fiction,Orbit,5.16,1,0.03,0.15,0.4,5.41,3.42,1.59,Completed,5.0
ORD-1004107,2023-05-07,C104496,Amelia Patel,Female,41,None,Minneapolis,MN,ONLINE,Online,Debit Card,P1130,Orbit Max Bakery Item,Grocery,Bakery,Orbit,2.48,8,0.0,0.0,1.64,21.48,11.58,8.26,Completed,
ORD-1004107,2023-05-07,C104496,Amelia Patel,Female,41,None,Minneapolis,MN,ONLINE,Online,Debit Card,P1168,Summit Lite Vitamin Pack,Beauty & Health,Vitamins,Summit,8.7,3,0.15,3.91,1.55,23.74,17.24,4.95,Completed,4.0
ORD-1004108,2023-05-07,C106387,Mason Reed,Male,65,Silver,Minneapolis,MN,S008,In-Store,Cash,P1240,Harbor Ultra Notebook,Books & Stationery,Notebooks,Harbor,4.83,2,0.18,1.74,0.65,8.57,5.39,2.53,Completed,
ORD-1004108,2023-05-07,C106387,Mason Reed,Male,65,Silver,Minneapolis,MN,S008,In-Store,Cash,P1151,Lumina Eco Haircare Kit,Beauty & Health,Haircare,Lumina,16.39,1,0.03,0.49,1.31,17.21,11.77,4.13,Completed,
ORD-1004109,2023-05-07,C110025,Mia Davis,Female,30,Silver,Phoenix,AZ,S007,In-Store,Credit Card,P1178,Atlas Lite Fitness Gear,Sports & Outdoors,Fitness,Atlas,146.86,2,0.08,23.5,21.62,291.84,153.86,116.36,Completed,
ORD-1004109,2023-05-07,C110025,Mia Davis,Female,30,Silver,Phoenix,AZ,S007,In-Store,Credit Card,P1210,Atlas Classic Action Figure,Toys & Games,Action Figures,Atlas,24.82,1,0.03,0.74,1.99,26.07,16.42,7.66,Completed,
ORD-1004109,2023-05-07,C110025,Mia Davis,Female,30,Silver,Phoenix,AZ,S007,In-Store,Credit Card,P1139,Willow Max Pantry Staple,Grocery,Pantry,Willow,13.53,1,0.03,0.41,0.66,13.78,6.46,6.66,Completed,
ORD-1004110,2023-05-07,C106775,Isabella Johnson,Female,33,None,Boston,MA,S033,In-Store,Debit Card,P1139,Willow Max Pantry Staple,Grocery,Pantry,Willow,14.05,2,0.1,2.81,2.09,27.38,14.08,11.21,Completed,4.0
ORD-1004111,2023-05-07,C108200,Chloe Wang,Female,44,None,Denver,CO,S030,In-Store,Debit Card,P1124,Atlas Premium Dairy Pack,Grocery,Dairy,Atlas,3.81,2,0.15,1.14,0.45,6.93,3.76,2.72,Completed,
ORD-1004111,2023-05-07,C108200,Chloe Wang,Female,44,None,Denver,CO,S030,In-Store,Debit Card,P1057,Aurora Pro Dress,Clothing,Dresses,Aurora,74.63,3,0.0,0.0,11.19,235.08,146.5,77.39,Completed,5.0
ORD-1004112,2023-05-07,C101229,Sophia Patel,Female,35,Silver,Houston,TX,S036,In-Store,Credit Card,P1064,Ember Pro Shoes,Clothing,Shoes,Ember,39.85,4,0.03,4.78,12.37,166.99,105.66,48.96,Completed,5.0
ORD-1004112,2023-05-07,C101229,Sophia Patel,Female,35,Silver,Houston,TX,S036,In-Store,Credit Card,P1230,Pinnacle Pro Non-Fiction Book,Books & Stationery,Non-Fiction,Pinnacle,16.79,4,0.03,2.01,5.37,70.52,30.63,34.52,Completed,5.0
ORD-1004112,2023-05-07,C101229,Sophia Patel,Female,35,Silver,Houston,TX,S036,In-Store,Credit Card,P1121,Pinnacle Ultra Dairy Pack,Grocery,Dairy,Pinnacle,8.38,8,0.03,2.01,5.36,70.39,52.58,12.45,Returned,
ORD-1004113,2023-05-07,C101217,Fatima Garcia,Other,43,Gold,Denver,CO,S020,In-Store,Cash,P1230,Pinnacle Pro Non-Fiction Book,Books & Stationery,Non-Fiction,Pinnacle,17.04,4,0.05,3.41,3.24,67.99,42.75,22.0,Completed,
ORD-1004114,2023-05-07,C100610,Isabella Martinez,Female,51,Silver,New York,NY,S017,In-Store,Credit Card,P1242,Vertex Premium Office Pack,Books & Stationery,Office Supplies,Vertex,2.3,3,0.03,0.21,0.33,7.02,5.36,1.33,Completed,5.0
ORD-1004114,2023-05-07,C100610,Isabella Martinez,Female,51,Silver,New York,NY,S017,In-Store,Credit Card,P1231,Aurora Essential Non-Fiction Book,Books & Stationery,Non-Fiction,Aurora,31.52,4,0.03,3.78,8.56,130.86,87.17,35.13,Completed,
ORD-1004115,2023-05-07,C102043,Oliver Reed,Male,58,None,New York,NY,ONLINE,Online,Debit Card,P1212,Kite Max Puzzle,Toys & Games,Puzzles,Kite,18.56,3,0.15,8.35,3.79,51.12,26.74,20.59,Completed,
ORD-1004115,2023-05-07,C102043,Oliver Reed,Male,58,None,New York,NY,ONLINE,Online,Debit Card,P1013,Willow Pro Headphones,Electronics,Headphones,Willow,185.81,2,0.0,0.0,30.66,402.28,272.93,98.69,Returned,
ORD-1004116,2023-05-07,C110385,Lucas Hughes,Male,47,Platinum,Philadelphia,PA,S033,In-Store,Cash,P1119,Harbor Classic Beverage,Grocery,Beverages,Harbor,7.96,7,0.23,12.82,3.43,46.33,38.35,4.55,Completed,
ORD-1004116,2023-05-07,C110385,Lucas Hughes,Male,47,Platinum,Philadelphia,PA,S033,In-Store,Cash,P1096,Apex Pro Furniture Piece,Home & Kitchen,Furniture,Apex,99.25,3,0.18,53.6,20.14,264.29,234.27,9.88,Completed,
ORD-1004116,2023-05-07,C110385,Lucas Hughes,Male,47,Platinum,Philadelphia,PA,S033,In-Store,Cash,P1068,Zenith Deluxe Activewear Set,Clothing,Activewear,Zenith,15.27,1,0.13,1.99,1.1,14.38,9.84,3.44,Completed,5.0
ORD-1004116,2023-05-07,C110385,Lucas Hughes,Male,47,Platinum,Philadelphia,PA,S033,In-Store,Cash,P1070,Vertex Premium Activewear Set,Clothing,Activewear,Vertex,17.27,1,0.23,3.97,1.06,14.36,11.42,1.88,Completed,5.0
ORD-1004117,2023-05-07,C107713,Ayesha Patel,Female,55,None,Dallas,TX,S028,In-Store,Credit Card,P1178,Atlas Lite Fitness Gear,Sports & Outdoors,Fitness,Atlas,133.7,2,0.15,40.11,18.18,245.47,138.54,88.75,Completed,
ORD-1004117,2023-05-07,C107713,Ayesha Patel,Female,55,None,Dallas,TX,S028,In-Store,Credit Card,P1102,Atlas Classic Decor Item,Home & Kitchen,Decor,Atlas,13.36,2,0.2,5.34,1.71,23.09,14.95,6.43,Completed,
ORD-1004117,2023-05-07,C107713,Ayesha Patel,Female,55,None,Dallas,TX,S028,In-Store,Credit Card,P1124,Atlas Premium Dairy Pack,Grocery,Dairy,Atlas,4.1,7,0.2,5.74,1.84,24.8,18.6,4.36,Completed,
ORD-1004117,2023-05-07,C107713,Ayesha Patel,Female,55,None,Dallas,TX,S028,In-Store,Credit Card,P1152,Harbor Premium Haircare Kit,Beauty & Health,Haircare,Harbor,37.11,4,0.05,7.42,11.63,152.65,99.08,41.94,Completed,
ORD-1004117,2023-05-07,C107713,Ayesha Patel,Female,55,None,Dallas,TX,S028,In-Store,Credit Card,P1188,Aurora Premium Cycling Gear,Sports & Outdoors,Cycling,Aurora,597.63,2,0.0,0.0,59.76,1255.02,918.37,276.89,Completed,
ORD-1004118,2023-05-07,C107199,Ivan Khan,Male,53,Silver,Atlanta,GA,S037,In-Store,Cash,P1233,Pinnacle Deluxe Non-Fiction Book,Books & Stationery,Non-Fiction,Pinnacle,20.14,3,0.23,13.9,2.33,48.85,41.75,4.77,Completed,
ORD-1004118,2023-05-07,C107199,Ivan Khan,Male,53,Silver,Atlanta,GA,S037,In-Store,Cash,P1136,Terra Eco Frozen Meal,Grocery,Frozen Foods,Terra,3.16,6,0.18,3.41,0.78,16.33,11.02,4.53,Completed,
ORD-1004118,2023-05-07,C107199,Ivan Khan,Male,53,Silver,Atlanta,GA,S037,In-Store,Cash,P1168,Summit Lite Vitamin Pack,Beauty & Health,Vitamins,Summit,8.19,4,0.08,2.62,2.49,32.63,16.87,13.27,Completed,
ORD-1004119,2023-05-07,C105664,Elena Lopez,Female,28,Silver,Miami,FL,ONLINE,Mobile App,Debit Card,P1174,Apex Classic Fragrance,Beauty & Health,Fragrance,Apex,56.39,2,0.03,3.38,5.47,114.87,78.58,30.82,Returned,
ORD-1004119,2023-05-07,C105664,Elena Lopez,Female,28,Silver,Miami,FL,ONLINE,Mobile App,Debit Card,P1134,Aurora Classic Frozen Meal,Grocery,Frozen Foods,Aurora,3.6,1,0.23,0.83,0.22,2.99,2.22,0.55,Completed,
ORD-1004120,2023-05-07,C102283,James Chen,Male,28,Silver,Boston,MA,ONLINE,Mobile App,Debit Card,P1194,Vertex Max Sports Kit,Sports & Outdoors,Team Sports,Vertex,11.76,3,0.08,2.82,2.27,34.73,20.8,11.66,Completed,
ORD-1004120,2023-05-07,C102283,James Chen,Male,28,Silver,Boston,MA,ONLINE,Mobile App,Debit Card,P1204,Ember Deluxe Board Game,Toys & Games,Board Games,Ember,10.93,2,0.13,2.84,0.95,19.97,16.92,2.1,Completed,
ORD-1004121,2023-05-07,C109213,Mei Brown,Female,32,Silver,Denver,CO,S031,In-Store,Gift Card,P1040,Kite Smart T-Shirt,Clothing,T-Shirts,Kite,27.08,1,0.23,6.23,1.72,22.57,18.2,2.65,Completed,
ORD-1004121,2023-05-07,C109213,Mei Brown,Female,32,Silver,Denver,CO,S031,In-Store,Gift Card,P1222,Nova Lite Video Game,Toys & Games,Video Games,Nova,25.67,2,0.13,6.67,2.23,46.9,40.06,4.61,Completed,
ORD-1004122,2023-05-07,C104845,Lucas Jones,Male,63,Gold,New York,NY,S011,In-Store,Cash,P1117,Zenith Deluxe Beverage,Grocery,Beverages,Zenith,5.24,1,0.05,0.26,0.25,5.23,2.6,2.38,Completed,4.0
ORD-1004122,2023-05-07,C104845,Lucas Jones,Male,63,Gold,New York,NY,S011,In-Store,Cash,P1102,Atlas Classic Decor Item,Home & Kitchen,Decor,Atlas,12.75,2,0.05,1.28,1.21,25.43,12.05,12.17,Completed,
ORD-1004122,2023-05-07,C104845,Lucas Jones,Male,63,Gold,New York,NY,S011,In-Store,Cash,P1168,Summit Lite Vitamin Pack,Beauty & Health,Vitamins,Summit,8.8,1,0.15,1.32,0.52,8.0,6.79,0.69,Completed,
ORD-1004123,2023-05-07,C111301,Isabella Reed,Female,18,None,Boston,MA,S009,In-Store,Debit Card,P1138,Kite Eco Frozen Meal,Grocery,Frozen Foods,Kite,5.29,3,0.0,0.0,0.79,16.66,11.29,4.58,Completed,
ORD-1004124,2023-05-07,C110007,Noah Brown,Male,43,Silver,San Antonio,TX,ONLINE,Online,Digital Wallet,P1231,Aurora Essential Non-Fiction Book,Books & Stationery,Non-Fiction,Aurora,33.22,1,0.03,1.0,2.66,34.88,25.71,6.51,Completed,4.0
ORD-1004125,2023-05-07,C105975,Hassan Smith,Male,52,None,Phoenix,AZ,ONLINE,Online,Credit Card,P1128,Kite Pro Bakery Item,Grocery,Bakery,Kite,7.44,4,0.0,0.0,2.46,32.22,20.34,9.42,Completed,
ORD-1004125,2023-05-07,C105975,Hassan Smith,Male,52,None,Phoenix,AZ,ONLINE,Online,Credit Card,P1109,Summit Deluxe Snack Pack,Grocery,Snacks,Summit,1.27,7,0.0,0.0,0.71,9.6,6.99,1.9,Completed,
ORD-1004126,2023-05-07,C103630,Arjun Bailey,Male,24,None,Miami,FL,ONLINE,Online,Credit Card,P1094,Cobalt Lite Furniture Piece,Home & Kitchen,Furniture,Cobalt,65.39,1,0.15,9.81,3.89,59.47,46.65,8.93,Completed,
ORD-1004127,2023-05-07,C101324,Ayesha Martinez,Female,47,Gold,Dallas,TX,S007,In-Store,Credit Card,P1070,Vertex Premium Activewear Set,Clothing,Activewear,Vertex,18.07,2,0.15,5.42,2.15,32.87,26.05,4.67,Completed,
ORD-1004127,2023-05-07,C101324,Ayesha Martinez,Female,47,Gold,Dallas,TX,S007,In-Store,Credit Card,P1230,Pinnacle Pro Non-Fiction Book,Books & Stationery,Non-Fiction,Pinnacle,17.75,1,0.05,0.89,1.18,18.04,13.49,3.37,Completed,
ORD-1004127,2023-05-07,C101324,Ayesha Martinez,Female,47,Gold,Dallas,TX,S007,In-Store,Credit Card,P1009,Atlas Classic Laptop,Electronics,Laptops,Atlas,963.79,1,0.1,96.38,60.72,928.13,684.8,182.61,Completed,3.0
ORD-1004128,2023-05-07,C111949,Fatima Williams,Female,55,Gold,Boston,MA,S025,In-Store,Debit Card,P1242,Vertex Premium Office Pack,Books & Stationery,Office Supplies,Vertex,2.24,1,0.2,0.45,0.15,1.94,1.34,0.45,Returned,
ORD-1004129,2023-05-07,C108877,Zara Tanaka,Female,55,Silver,Dallas,TX,ONLINE,Mobile App,Gift Card,P1097,Atlas Pro Decor Item,Home & Kitchen,Decor,Atlas,79.18,2,0.18,28.5,10.39,140.25,89.33,40.53,Returned,
ORD-1004129,2023-05-07,C108877,Zara Tanaka,Female,55,Silver,Dallas,TX,ONLINE,Mobile App,Gift Card,P1125,Kite Max Dairy Pack,Grocery,Dairy,Kite,6.64,2,0.03,0.4,1.06,13.94,10.31,2.57,Returned,
ORD-1004130,2023-05-07,C106648,Kenji Smith,Male,26,None,New York,NY,S018,In-Store,Credit Card,P1143,Apex Essential Pantry Staple,Grocery,Pantry,Apex,1.22,3,0.0,0.0,0.29,3.95,1.74,1.92,Completed,4.0
ORD-1004131,2023-05-08,C108601,Hassan Jones,Male,38,None,New York,NY,S029,In-Store,Debit Card,P1156,Lumina Essential Haircare Kit,Beauty & Health,Haircare,Lumina,8.24,4,0.0,0.0,2.72,35.68,20.74,12.22,Completed,
ORD-1004131,2023-05-08,C108601,Hassan Jones,Male,38,None,New York,NY,S029,In-Store,Debit Card,P1225,Orbit Max Fiction Book,Books & Stationery,Fiction,Orbit,5.58,1,0.2,1.12,0.36,4.82,3.89,0.57,Completed,
ORD-1004132,2023-05-08,C100565,Emma Bailey,Female,27,Gold,Phoenix,AZ,S003,In-Store,Cash,P1223,Cobalt Smart Fiction Book,Books & Stationery,Fiction,Cobalt,23.76,4,0.05,4.75,4.51,94.8,59.43,30.86,Completed,2.0
ORD-1004133,2023-05-08,C107732,Ivan Tanaka,Male,30,Silver,New York,NY,ONLINE,Mobile App,Credit Card,P1117,Zenith Deluxe Beverage,Grocery,Beverages,Zenith,4.88,7,0.03,1.02,2.65,35.79,16.79,16.35,Completed,
ORD-1004133,2023-05-08,C107732,Ivan Tanaka,Male,30,Silver,New York,NY,ONLINE,Mobile App,Credit Card,P1134,Aurora Classic Frozen Meal,Grocery,Frozen Foods,Aurora,3.74,2,0.08,0.6,0.55,7.43,5.86,1.02,Completed,
ORD-1004134,2023-05-08,C104950,Lucas Lopez,Male,55,Gold,San Diego,CA,ONLINE,Online,Debit Card,P1134,Aurora Classic Frozen Meal,Grocery,Frozen Foods,Aurora,3.65,3,0.05,0.55,0.52,10.92,6.87,3.53,Completed,5.0
ORD-1004134,2023-05-08,C104950,Lucas Lopez,Male,55,Gold,San Diego,CA,ONLINE,Online,Debit Card,P1199,Lumina Premium Board Game,Toys & Games,Board Games,Lumina,21.75,1,0.05,1.09,1.65,22.31,10.76,9.9,Completed,
ORD-1004134,2023-05-08,C104950,Lucas Lopez,Male,55,Gold,San Diego,CA,ONLINE,Online,Debit Card,P1125,Kite Max Dairy Pack,Grocery,Dairy,Kite,6.7,4,0.1,2.68,1.93,26.05,13.5,10.62,Completed,
ORD-1004135,2023-05-08,C101763,Lucas Khan,Male,34,None,San Antonio,TX,S005,In-Store,Cash,P1122,Willow Smart Dairy Pack,Grocery,Dairy,Willow,5.21,3,0.1,1.56,1.13,15.2,8.4,5.67,Completed,4.0
ORD-1004135,2023-05-08,C101763,Lucas Khan,Male,34,None,San Antonio,TX,S005,In-Store,Cash,P1159,Willow Deluxe Makeup Set,Beauty & Health,Makeup,Willow,12.73,3,0.0,0.0,2.67,40.86,30.28,7.91,Completed,
ORD-1004135,2023-05-08,C101763,Lucas Khan,Male,34,None,San Antonio,TX,S005,In-Store,Cash,P1227,Willow Pro Fiction Book,Books & Stationery,Fiction,Willow,6.03,2,0.2,2.41,0.48,10.13,7.86,1.79,Completed,5.0
ORD-1004136,2023-05-08,C106621,Carlos Wang,Male,45,Silver,Boston,MA,ONLINE,Online,Cash,P1150,Cobalt Pro Skincare Kit,Beauty & Health,Skincare,Cobalt,54.72,2,0.03,3.28,8.76,114.92,66.99,39.17,Completed,5.0
ORD-1004137,2023-05-08,C110592,Fatima Ahmed,Female,30,Silver,Chicago,IL,S016,In-Store,Debit Card,P1025,Harbor Pro Smart Watch,Electronics,Smart Watches,Harbor,65.79,1,0.18,11.84,2.7,56.65,29.95,24.0,Completed,
ORD-1004137,2023-05-08,C110592,Fatima Ahmed,Female,30,Silver,Chicago,IL,S016,In-Store,Debit Card,P1122,Willow Smart Dairy Pack,Grocery,Dairy,Willow,5.25,7,0.08,2.94,2.37,36.18,27.2,6.61,Completed,3.0
ORD-1004138,2023-05-08,C106303,Zara Kim,Female,41,Platinum,Miami,FL,S013,In-Store,Credit Card,P1241,Summit Essential Office Pack,Books & Stationery,Office Supplies,Summit,12.99,2,0.08,2.08,1.2,25.1,11.96,11.94,Returned,
ORD-1004139,2023-05-08,C110781,Ali Reed,Male,42,None,San Diego,CA,S018,In-Store,Debit Card,P1125,Kite Max Dairy Pack,Grocery,Dairy,Kite,6.36,5,0.0,0.0,2.54,34.34,18.12,13.68,Completed,4.0
ORD-1004139,2023-05-08,C110781,Ali Reed,Male,42,None,San Diego,CA,S018,In-Store,Debit Card,P1246,Orbit Lite Office Pack,Books & Stationery,Office Supplies,Orbit,16.9,1,0.0,0.0,1.18,18.08,10.95,5.95,Completed,
ORD-1004140,2023-05-08,C101077,Sophia Singh,Female,37,None,Miami,FL,S026,In-Store,Credit Card,P1227,Willow Pro Fiction Book,Books & Stationery,Fiction,Willow,5.94,4,0.05,1.19,1.58,24.15,12.9,9.67,Completed,
ORD-1004140,2023-05-08,C101077,Sophia Singh,Female,37,None,Miami,FL,S026,In-Store,Credit Card,P1136,Terra Eco Frozen Meal,Grocery,Frozen Foods,Terra,3.25,2,0.0,0.0,0.52,7.02,3.87,2.63,Returned,3.0
ORD-1004140,2023-05-08,C101077,Sophia Singh,Female,37,None,Miami,FL,S026,In-Store,Credit Card,P1116,Apex Deluxe Beverage,Grocery,Beverages,Apex,3.07,8,0.0,0.0,1.72,26.28,16.21,8.35,Completed,
ORD-1004140,2023-05-08,C101077,Sophia Singh,Female,37,None,Miami,FL,S026,In-Store,Credit Card,P1245,Aurora Smart Office Pack,Books & Stationery,Office Supplies,Aurora,18.55,2,0.0,0.0,2.97,40.07,19.15,17.95,Completed,
ORD-1004141,2023-05-08,C101022,Ayesha Hughes,Female,41,None,Dallas,TX,S017,In-Store,Cash,P1120,Vertex Max Beverage,Grocery,Beverages,Vertex,1.4,6,0.0,0.0,0.59,8.99,4.81,3.59,Completed,4.0
ORD-1004141,2023-05-08,C101022,Ayesha Hughes,Female,41,None,Dallas,TX,S017,In-Store,Cash,P1065,Willow Pro Shoes,Clothing,Shoes,Willow,90.24,2,0.15,27.07,7.67,161.08,127.04,26.37,Completed,
ORD-1004141,2023-05-08,C101022,Ayesha Hughes,Female,41,None,Dallas,TX,S017,In-Store,Cash,P1044,Cobalt Pro Jeans,Clothing,Jeans,Cobalt,51.56,4,0.0,0.0,14.44,220.68,149.16,57.08,Completed,
ORD-1004142,2023-05-08,C105301,Sophia Ahmed,Female,51,Silver,Los Angeles,CA,S016,In-Store,Debit Card,P1098,Lumina Eco Decor Item,Home & Kitchen,Decor,Lumina,15.2,2,0.18,5.47,1.75,26.68,20.34,4.59,Completed,
ORD-1004142,2023-05-08,C105301,Sophia Ahmed,Female,51,Silver,Los Angeles,CA,S016,In-Store,Debit Card,P1244,Lumina Eco Office Pack,Books & Stationery,Office Supplies,Lumina,11.97,1,0.33,3.95,0.56,8.58,7.53,0.49,Completed,
ORD-1004142,2023-05-08,C105301,Sophia Ahmed,Female,51,Silver,Los Angeles,CA,S016,In-Store,Debit Card,P1038,Atlas Ultra T-Shirt,Clothing,T-Shirts,Atlas,14.24,4,0.23,13.1,3.07,46.93,32.26,11.6,Completed,
ORD-1004142,2023-05-08,C105301,Sophia Ahmed,Female,51,Silver,Los Angeles,CA,S016,In-Store,Debit Card,P1131,Atlas Pro Bakery Item,Grocery,Bakery,Atlas,3.3,7,0.03,0.69,1.79,24.2,15.32,7.09,Returned,
ORD-1004143,2023-05-08,C109917,Liam Smith,Male,18,None,Atlanta,GA,ONLINE,Mobile App,Credit Card,P1235,Atlas Premium Notebook,Books & Stationery,Notebooks,Atlas,5.07,1,0.0,0.0,0.42,5.49,3.03,2.04,Cancelled,
ORD-1004143,2023-05-08,C109917,Liam Smith,Male,18,None,Atlanta,GA,ONLINE,Mobile App,Credit Card,P1219,Aurora Smart Video Game,Toys & Games,Video Games,Aurora,49.69,2,0.0,0.0,4.97,104.35,68.65,30.73,Completed,
ORD-1004144,2023-05-08,C105343,Ethan Khan,Male,30,Gold,Houston,TX,ONLINE,Online,Digital Wallet,P1114,Zenith Smart Snack Pack,Grocery,Snacks,Zenith,3.37,2,0.35,2.36,0.35,4.73,3.45,0.93,Completed,
